-60.0, -60.0, 0.0, Left Cerebrum, Temporal Lobe, Middle Temporal Gyrus, Gray Matter, Brodmann area 21,
30.0, -60.0, 0.0, Right Cerebrum, Occipital Lobe, Sub-Gyral, White Matter, *,
30.0, -60.0, 10.0, Right Cerebrum, Sub-lobar, Lateral Ventricle, Cerebro-Spinal Fluid, *,
30.0, -60.0, 20.0, Right Cerebrum, Temporal Lobe, Sub-Gyral, White Matter, *,
30.0, -60.0, 30.0, Right Cerebrum, Parietal Lobe, Sub-Gyral, White Matter, *,
30.0, -60.0, 40.0, Right Cerebrum, Parietal Lobe, Precuneus, White Matter, *,
30.0, -60.0, 50.0, Right Cerebrum, Parietal Lobe, Superior Parietal Lobule, Gray Matter, Brodmann area 7,
30.0, -50.0, -40.0, Right Cerebellum, Posterior Lobe, Cerebellar Tonsil, Gray Matter, *,
30.0, -50.0, -30.0, Right Cerebellum, Anterior Lobe, *, Gray Matter, *,
30.0, -50.0, -20.0, Right Cerebellum, Anterior Lobe, Culmen, Gray Matter, *,
30.0, -50.0, -10.0, Right Cerebrum, Occipital Lobe, Fusiform Gyrus, White Matter, *,
30.0, -50.0, 0.0, Right Cerebrum, Temporal Lobe, Sub-Gyral, White Matter, *,
30.0, -50.0, 10.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
30.0, -50.0, 20.0, Right Cerebrum, Temporal Lobe, Sub-Gyral, White Matter, *,
30.0, -50.0, 30.0, Right Cerebrum, Parietal Lobe, Sub-Gyral, White Matter, *,
30.0, -50.0, 40.0, Right Cerebrum, Parietal Lobe, Sub-Gyral, White Matter, *,
30.0, -50.0, 50.0, Right Cerebrum, Parietal Lobe, Precuneus, Gray Matter, Brodmann area 7,
30.0, -50.0, 60.0, Right Cerebrum, Parietal Lobe, Superior Parietal Lobule, White Matter, *,
30.0, -40.0, -40.0, Right Cerebellum, Posterior Lobe, Cerebellar Tonsil, Gray Matter, *,
30.0, -40.0, -30.0, Right Cerebellum, Anterior Lobe, Culmen, Gray Matter, *,
30.0, -40.0, -20.0, Right Cerebellum, Anterior Lobe, Culmen, Gray Matter, *,
30.0, -40.0, -10.0, Right Cerebrum, Limbic Lobe, Parahippocampal Gyrus, Gray Matter, Brodmann area 36,
30.0, -40.0, 0.0, Right Cerebrum, Temporal Lobe, Sub-Gyral, Gray Matter, Hippocampus,
30.0, -40.0, 10.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
30.0, -40.0, 20.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
30.0, -40.0, 30.0, Right Cerebrum, Parietal Lobe, Sub-Gyral, White Matter, *,
30.0, -40.0, 40.0, Right Cerebrum, Parietal Lobe, Sub-Gyral, White Matter, *,
30.0, -40.0, 50.0, Right Cerebrum, Parietal Lobe, Sub-Gyral, White Matter, *,
30.0, -40.0, 60.0, Right Cerebrum, Parietal Lobe, Postcentral Gyrus, White Matter, *,
30.0, -30.0, -10.0, Right Cerebrum, Limbic Lobe, Parahippocampal Gyrus, White Matter, *,
30.0, -30.0, 0.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
30.0, -30.0, 10.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
30.0, -30.0, 20.0, Right Cerebrum, Sub-lobar, Insula, Gray Matter, Brodmann area 13,
30.0, -30.0, 30.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
30.0, -30.0, 40.0, Right Cerebrum, Parietal Lobe, Sub-Gyral, White Matter, *,
30.0, -30.0, 50.0, Right Cerebrum, Parietal Lobe, Precentral Gyrus, White Matter, *,
30.0, -30.0, 60.0, Right Cerebrum, Parietal Lobe, Postcentral Gyrus, Gray Matter, Brodmann area 3,
30.0, -20.0, -20.0, Right Cerebrum, Limbic Lobe, Parahippocampal Gyrus, White Matter, *,
30.0, -20.0, -10.0, Right Cerebrum, Temporal Lobe, Sub-Gyral, White Matter, *,
30.0, -20.0, 0.0, Right Cerebrum, Sub-lobar, Lentiform Nucleus, Gray Matter, Putamen,
30.0, -20.0, 10.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
30.0, -20.0, 20.0, Right Cerebrum, Sub-lobar, Insula, White Matter, *,
30.0, -20.0, 30.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
30.0, -20.0, 40.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
30.0, -20.0, 50.0, Right Cerebrum, Frontal Lobe, Precentral Gyrus, White Matter, *,
30.0, -20.0, 60.0, Right Cerebrum, Frontal Lobe, Precentral Gyrus, White Matter, *,
30.0, -10.0, -30.0, Right Cerebrum, Limbic Lobe, Uncus, Gray Matter, Brodmann area 28,
30.0, -10.0, -20.0, Right Cerebrum, Limbic Lobe, Parahippocampal Gyrus, Gray Matter, Hippocampus,
30.0, -10.0, -10.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
30.0, -10.0, 0.0, Right Cerebrum, Sub-lobar, Lentiform Nucleus, Gray Matter, Putamen,
30.0, -10.0, 10.0, Right Cerebrum, Sub-lobar, Lentiform Nucleus, Gray Matter, Putamen,
30.0, -10.0, 20.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
30.0, -10.0, 30.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
30.0, -10.0, 40.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
30.0, -10.0, 50.0, Right Cerebrum, Frontal Lobe, Precentral Gyrus, White Matter, *,
30.0, -10.0, 60.0, Right Cerebrum, Frontal Lobe, Precentral Gyrus, *, *,
30.0, 0.0, -40.0, Right Cerebrum, Limbic Lobe, Uncus, White Matter, *,
30.0, 0.0, -30.0, Right Cerebrum, Limbic Lobe, Uncus, White Matter, *,
30.0, 0.0, -20.0, Right Cerebrum, Limbic Lobe, Uncus, White Matter, *,
30.0, 0.0, -10.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
30.0, 0.0, 0.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
30.0, 0.0, 10.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
30.0, 0.0, 20.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
30.0, 0.0, 30.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
30.0, 0.0, 40.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
30.0, 0.0, 50.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, White Matter, *,
30.0, 0.0, 60.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, *, *,
30.0, 10.0, -30.0, Right Cerebrum, Temporal Lobe, Superior Temporal Gyrus, White Matter, *,
30.0, 10.0, -20.0, Right Cerebrum, Temporal Lobe, Superior Temporal Gyrus, *, *,
30.0, 10.0, -10.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
30.0, 10.0, 0.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
30.0, 10.0, 10.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
30.0, 10.0, 20.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
30.0, 10.0, 30.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
30.0, 10.0, 40.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, White Matter, *,
30.0, 10.0, 50.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, White Matter, *,
30.0, 10.0, 60.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, Gray Matter, Brodmann area 6,
30.0, 20.0, -20.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, *, *,
30.0, 20.0, -10.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, Gray Matter, Brodmann area 47,
30.0, 20.0, 0.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
30.0, 20.0, 10.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
30.0, 20.0, 20.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
30.0, 20.0, 30.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
30.0, 20.0, 40.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, Gray Matter, Brodmann area 8,
30.0, 20.0, 50.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, White Matter, *,
30.0, 30.0, -20.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, *, *,
30.0, 30.0, -10.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, Gray Matter, Brodmann area 47,
30.0, 30.0, 0.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
30.0, 30.0, 10.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
30.0, 30.0, 20.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
30.0, 30.0, 30.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, Gray Matter, Brodmann area 9,
30.0, 30.0, 40.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, White Matter, *,
30.0, 30.0, 50.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, Gray Matter, Brodmann area 8,
30.0, 40.0, -10.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, Gray Matter, Brodmann area 11,
30.0, 40.0, 0.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
30.0, 40.0, 10.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
30.0, 40.0, 20.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
30.0, 40.0, 30.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, White Matter, *,
30.0, 40.0, 40.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, *, *,
30.0, 50.0, -10.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, White Matter, *,
30.0, 50.0, 0.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, Gray Matter, *,
30.0, 50.0, 10.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, White Matter, *,
30.0, 50.0, 20.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, White Matter, *,
30.0, 50.0, 30.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, Gray Matter, Brodmann area 9,
30.0, 60.0, -10.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, Gray Matter, Brodmann area 10,
30.0, 60.0, 0.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, Gray Matter, *,
30.0, 60.0, 10.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, Gray Matter, Brodmann area 10,
30.0, 60.0, 20.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, *, *,
40.0, -80.0, -40.0, Right Cerebellum, Posterior Lobe, Inferior Semi-Lunar Lobule, Gray Matter, *,
40.0, -80.0, -30.0, Right Cerebellum, Posterior Lobe, Tuber, Gray Matter, *,
40.0, -80.0, -20.0, Right Cerebellum, Posterior Lobe, Declive, Gray Matter, *,
40.0, -80.0, -10.0, Right Cerebrum, Occipital Lobe, Middle Occipital Gyrus, Gray Matter, Brodmann area 18,
40.0, -80.0, 0.0, Right Cerebrum, Occipital Lobe, Middle Occipital Gyrus, White Matter, *,
40.0, -80.0, 10.0, Right Cerebrum, Occipital Lobe, Middle Occipital Gyrus, White Matter, *,
40.0, -80.0, 20.0, Right Cerebrum, Temporal Lobe, Middle Temporal Gyrus, White Matter, *,
40.0, -80.0, 30.0, Right Cerebrum, Occipital Lobe, Superior Occipital Gyrus, Gray Matter, Brodmann area 19,
40.0, -70.0, -40.0, Right Cerebellum, Posterior Lobe, Inferior Semi-Lunar Lobule, Gray Matter, *,
40.0, -70.0, -30.0, Right Cerebellum, Posterior Lobe, Tuber, Gray Matter, *,
40.0, -70.0, -20.0, Right Cerebellum, Posterior Lobe, Declive, Gray Matter, *,
40.0, -70.0, -10.0, Right Cerebrum, Occipital Lobe, Middle Occipital Gyrus, White Matter, *,
40.0, -70.0, 0.0, Right Cerebrum, Occipital Lobe, Inferior Temporal Gyrus, White Matter, *,
40.0, -70.0, 10.0, Right Cerebrum, Temporal Lobe, Sub-Gyral, White Matter, *,
40.0, -70.0, 20.0, Right Cerebrum, Temporal Lobe, Middle Temporal Gyrus, White Matter, *,
40.0, -70.0, 30.0, Right Cerebrum, Parietal Lobe, Angular Gyrus, White Matter, *,
40.0, -70.0, 40.0, Right Cerebrum, Parietal Lobe, Precuneus, Gray Matter, Brodmann area 19,
40.0, -60.0, -40.0, Right Cerebellum, Posterior Lobe, Cerebellar Tonsil, Gray Matter, *,
40.0, -60.0, -30.0, Right Cerebellum, Posterior Lobe, Tuber, Gray Matter, *,
40.0, -60.0, -20.0, Right Cerebellum, Posterior Lobe, Declive, Gray Matter, *,
40.0, -60.0, -10.0, Right Cerebrum, Occipital Lobe, Sub-Gyral, White Matter, *,
40.0, -60.0, 0.0, Right Cerebrum, Occipital Lobe, Sub-Gyral, White Matter, *,
40.0, -60.0, 10.0, Right Cerebrum, Temporal Lobe, Sub-Gyral, White Matter, *,
40.0, -60.0, 20.0, Right Cerebrum, Temporal Lobe, Middle Temporal Gyrus, White Matter, *,
40.0, -60.0, 30.0, Right Cerebrum, Parietal Lobe, Angular Gyrus, White Matter, *,
40.0, -60.0, 40.0, Right Cerebrum, Parietal Lobe, Inferior Parietal Lobule, White Matter, *,
40.0, -60.0, 50.0, Right Cerebrum, Parietal Lobe, Superior Parietal Lobule, Gray Matter, Brodmann area 7,
40.0, -50.0, -40.0, Right Cerebellum, Posterior Lobe, Cerebellar Tonsil, Gray Matter, *,
40.0, -50.0, -30.0, Right Cerebellum, Anterior Lobe, Culmen, Gray Matter, *,
40.0, -50.0, -20.0, Right Cerebellum, Anterior Lobe, Culmen, Gray Matter, *,
40.0, -50.0, -10.0, Right Cerebrum, Occipital Lobe, Sub-Gyral, White Matter, *,
40.0, -50.0, 0.0, Right Cerebrum, Temporal Lobe, Sub-Gyral, White Matter, *,
40.0, -50.0, 10.0, Right Cerebrum, Temporal Lobe, Sub-Gyral, White Matter, *,
40.0, -50.0, 20.0, Right Cerebrum, Temporal Lobe, Superior Temporal Gyrus, White Matter, *,
40.0, -50.0, 30.0, Right Cerebrum, Parietal Lobe, Supramarginal Gyrus, White Matter, *,
40.0, -50.0, 40.0, Right Cerebrum, Parietal Lobe, Inferior Parietal Lobule, White Matter, *,
40.0, -50.0, 50.0, Right Cerebrum, Parietal Lobe, Inferior Parietal Lobule, White Matter, *,
40.0, -40.0, -30.0, Right Cerebellum, Anterior Lobe, Culmen, Gray Matter, *,
40.0, -40.0, -10.0, Right Cerebrum, Temporal Lobe, Sub-Gyral, White Matter, *,
40.0, -40.0, 0.0, Right Cerebrum, Temporal Lobe, Sub-Gyral, White Matter, *,
40.0, -40.0, 10.0, Right Cerebrum, Temporal Lobe, Superior Temporal Gyrus, White Matter, *,
40.0, -40.0, 20.0, Right Cerebrum, Sub-lobar, Insula, White Matter, *,
40.0, -40.0, 30.0, Right Cerebrum, Parietal Lobe, Supramarginal Gyrus, White Matter, *,
40.0, -40.0, 40.0, Right Cerebrum, Parietal Lobe, Inferior Parietal Lobule, Gray Matter, Brodmann area 40,
40.0, -40.0, 50.0, Right Cerebrum, Parietal Lobe, Inferior Parietal Lobule, Gray Matter, Brodmann area 40,
40.0, -40.0, 60.0, Right Cerebrum, Parietal Lobe, Postcentral Gyrus, Gray Matter, Brodmann area 5,
40.0, -30.0, -20.0, Right Cerebrum, Limbic Lobe, Parahippocampal Gyrus, Gray Matter, Brodmann area 36,
40.0, -30.0, -10.0, Right Cerebrum, Temporal Lobe, Sub-Gyral, White Matter, *,
40.0, -30.0, 0.0, Right Cerebrum, Temporal Lobe, Sub-Gyral, White Matter, *,
40.0, -30.0, 10.0, Right Cerebrum, Temporal Lobe, Transverse Temporal Gyrus, White Matter, *,
40.0, -30.0, 20.0, Right Cerebrum, Sub-lobar, Insula, Gray Matter, Brodmann area 13,
40.0, -30.0, 30.0, Right Cerebrum, Parietal Lobe, Inferior Parietal Lobule, White Matter, *,
40.0, -30.0, 40.0, Right Cerebrum, Parietal Lobe, Inferior Parietal Lobule, Gray Matter, Brodmann area 40,
40.0, -30.0, 50.0, Right Cerebrum, Parietal Lobe, Postcentral Gyrus, White Matter, *,
40.0, -30.0, 60.0, Right Cerebrum, Parietal Lobe, Postcentral Gyrus, Gray Matter, Brodmann area 3,
40.0, -20.0, -30.0, Right Cerebrum, Temporal Lobe, Inferior Temporal Gyrus, Gray Matter, Brodmann area 20,
40.0, -20.0, -20.0, Right Cerebrum, Temporal Lobe, Sub-Gyral, White Matter, *,
40.0, -20.0, -10.0, Right Cerebrum, Temporal Lobe, Sub-Gyral, White Matter, *,
40.0, -20.0, 0.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
40.0, -20.0, 10.0, Right Cerebrum, Sub-lobar, Insula, Gray Matter, Brodmann area 13,
40.0, -20.0, 20.0, Right Cerebrum, Sub-lobar, Insula, White Matter, *,
40.0, -20.0, 30.0, Right Cerebrum, Frontal Lobe, Postcentral Gyrus, White Matter, *,
40.0, -20.0, 40.0, Right Cerebrum, Parietal Lobe, Postcentral Gyrus, Gray Matter, Brodmann area 3,
40.0, -20.0, 50.0, Right Cerebrum, Parietal Lobe, Postcentral Gyrus, Gray Matter, Brodmann area 3,
40.0, -20.0, 60.0, Right Cerebrum, Frontal Lobe, Precentral Gyrus, Gray Matter, Brodmann area 4,
40.0, -10.0, -30.0, Right Cerebrum, Temporal Lobe, Inferior Temporal Gyrus, White Matter, *,
40.0, -10.0, -20.0, Right Cerebrum, Temporal Lobe, Sub-Gyral, White Matter, *,
40.0, -10.0, -10.0, Right Cerebrum, Temporal Lobe, Sub-Gyral, White Matter, *,
40.0, -10.0, 0.0, Right Cerebrum, Sub-lobar, Insula, White Matter, *,
40.0, -10.0, 10.0, Right Cerebrum, Sub-lobar, Insula, Gray Matter, Brodmann area 13,
40.0, -10.0, 20.0, Right Cerebrum, Sub-lobar, Insula, White Matter, *,
40.0, -10.0, 30.0, Right Cerebrum, Frontal Lobe, Precentral Gyrus, Gray Matter, Brodmann area 6,
40.0, -10.0, 40.0, Right Cerebrum, Frontal Lobe, Precentral Gyrus, White Matter, *,
40.0, -10.0, 50.0, Right Cerebrum, Frontal Lobe, Precentral Gyrus, White Matter, *,
40.0, -10.0, 60.0, Right Cerebrum, Frontal Lobe, Precentral Gyrus, Gray Matter, Brodmann area 6,
40.0, 0.0, -30.0, Right Cerebrum, Temporal Lobe, Middle Temporal Gyrus, White Matter, *,
40.0, 0.0, -20.0, Right Cerebrum, Temporal Lobe, Sub-Gyral, White Matter, *,
40.0, 0.0, -10.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, White Matter, *,
40.0, 0.0, 0.0, Right Cerebrum, Sub-lobar, Insula, White Matter, *,
40.0, 0.0, 10.0, Right Cerebrum, Sub-lobar, Insula, White Matter, *,
40.0, 0.0, 20.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
40.0, 0.0, 30.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, White Matter, *,
40.0, 0.0, 40.0, Right Cerebrum, Frontal Lobe, Precentral Gyrus, Gray Matter, Brodmann area 6,
40.0, 0.0, 50.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, Gray Matter, Brodmann area 6,
40.0, 10.0, -30.0, Right Cerebrum, Temporal Lobe, Superior Temporal Gyrus, Gray Matter, Brodmann area 38,
40.0, 10.0, -20.0, Right Cerebrum, Temporal Lobe, Superior Temporal Gyrus, White Matter, *,
40.0, 10.0, -10.0, Right Cerebrum, Sub-lobar, Extra-Nuclear, Gray Matter, Brodmann area 13,
40.0, 10.0, 0.0, Right Cerebrum, Sub-lobar, Insula, White Matter, *,
40.0, 10.0, 10.0, Right Cerebrum, Sub-lobar, Insula, Gray Matter, Brodmann area 13,
40.0, 10.0, 20.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
40.0, 10.0, 30.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, White Matter, *,
40.0, 10.0, 40.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, White Matter, *,
40.0, 10.0, 50.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, White Matter, *,
40.0, 20.0, -30.0, Right Cerebrum, Temporal Lobe, Superior Temporal Gyrus, Gray Matter, Brodmann area 38,
40.0, 20.0, -10.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, White Matter, *,
40.0, 20.0, 0.0, Right Cerebrum, Sub-lobar, Insula, Gray Matter, *,
40.0, 20.0, 10.0, Right Cerebrum, Sub-lobar, Insula, White Matter, *,
40.0, 20.0, 20.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
40.0, 20.0, 30.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, White Matter, *,
40.0, 20.0, 40.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, White Matter, *,
40.0, 20.0, 50.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, Gray Matter, Brodmann area 8,
40.0, 30.0, -10.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, White Matter, *,
40.0, 30.0, 0.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, White Matter, *,
40.0, 30.0, 10.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, White Matter, *,
40.0, 30.0, 20.0, Right Cerebrum, Frontal Lobe, Sub-Gyral, White Matter, *,
40.0, 30.0, 30.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, Gray Matter, Brodmann area 9,
40.0, 30.0, 40.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, Gray Matter, Brodmann area 8,
40.0, 40.0, -10.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, White Matter, *,
40.0, 40.0, 0.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, White Matter, *,
40.0, 40.0, 10.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, Gray Matter, Brodmann area 10,
40.0, 40.0, 20.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, White Matter, *,
40.0, 40.0, 30.0, Right Cerebrum, Frontal Lobe, Superior Frontal Gyrus, Gray Matter, Brodmann area 9,
40.0, 50.0, -10.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, White Matter, *,
40.0, 50.0, 0.0, Right Cerebrum, Frontal Lobe, Inferior Frontal Gyrus, Gray Matter, *,
40.0, 50.0, 10.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, Gray Matter, Brodmann area 10,
40.0, 50.0, 20.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, White Matter, *,
40.0, 60.0, -10.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, Gray Matter, Brodmann area 10,
40.0, 60.0, 0.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, *, *,
40.0, 60.0, 10.0, Right Cerebrum, Frontal Lobe, Middle Frontal Gyrus, Gray Matter, Brodmann area 10,
50.0, -80.0, -30.0, Right Cerebellum, Posterior Lobe, Tuber, Gray Matter, *,
50.0, -80.0, -20.0, Right Cerebellum, Posterior Lobe, Declive, Gray Matter, *,
50.0, -80.0, -10.0, Right Cerebrum, Occipital Lobe, Middle Occipital Gyrus, *, *,
50.0, -80.0, 0.0, Right Cerebrum, Occipital Lobe, Middle Occipital Gyrus, Gray Matter, Brodmann area 19,
50.0, -80.0, 10.0, Right Cerebrum, Occipital Lobe, Middle Occipital Gyrus, Gray Matter, Brodmann area 19,
50.0, -80.0, 20.0, Right Cerebrum, Temporal Lobe, Middle Temporal Gyrus, Gray Matter, Brodmann area 19,
50.0, -70.0, -40.0, Right Cerebellum, Posterior Lobe, Inferior Semi-Lunar Lobule, Gray Matter, *,
50.0, -70.0, -30.0, Right Cerebellum, Posterior Lobe, Tuber, Gray Matter, *,
50.0, -70.0, -20.0, Right Cerebellum, Posterior Lobe, Declive, Gray Matter, *,
50.0, -70.0, -10.0, Right Cerebrum, Occipital Lobe, Middle Occipital Gyrus, White Matter, *,
50.0, -70.0, 0.0, Right Cerebrum, Occipital Lobe, Inferior Temporal Gyrus, White Matter, *,
50.0, -70.0, 10.0, Right Cerebrum, Temporal Lobe, Middle Temporal Gyrus, Gray Matter, Brodmann area 39,
50.0, -70.0, 20.0, Right Cerebrum, Temporal Lobe, Middle Temporal Gyrus, Gray Matter, Brodmann area 39,
50.0, -70.0, 30.0, Right Cerebrum, Temporal Lobe, Angular Gyrus, Gray Matter, Brodmann area 39,
50.0, -60.0, -40.0, Right Cerebellum, Posterior Lobe, Cerebellar Tonsil, Gray Matter, *,
50.0, -60.0, -30.0, Right Cerebellum, Posterior Lobe, Tuber, Gray Matter, *,
50.0, -60.0, -20.0, Right Cerebellum, Posterior Lobe, Declive, Gray Matter, *,
50.0, -60.0, -10.0, Right Cerebrum, Temporal Lobe, Sub-Gyral, White Matter, *,
50.0, -60.0, 0.0, Right Cerebrum, Temporal Lobe, Middle Temporal Gyrus, Gray Matter, Brodmann area 37,
50.0, -60.0, 10.0, Right Cerebrum, Temporal Lobe, Middle Temporal Gyrus, White Matter, *,
50.0, -60.0, 20.0, Right Cerebrum, Temporal Lobe, Superior Temporal Gyrus, Gray Matter, Brodmann area 39,
50.0, -60.0, 30.0, Right Cerebrum, Parietal Lobe, Angular Gyrus, White Matter, *,
50.0, -60.0, 40.0, Right Cerebrum, Parietal Lobe, Inferior Parietal Lobule, *, *,
50.0, -50.0, -30.0, Right Cerebellum, Anterior Lobe, Culmen, Gray Matter, *,
50.0, -50.0, -20.0, Right Cerebellum, Posterior Lobe, Declive, Gray Matter, *,
50.0, -50.0, -10.0, Right Cerebrum, Temporal Lobe, Sub-Gyral, White Matter, *,
50.0, -50.0, 0.0, Right Cerebrum, Temporal Lobe, Middle Temporal Gyrus, White Matter, *,
50.0, -50.0, 10.0, Right Cerebrum, Temporal Lobe, Superior Temporal Gyrus, White Matter, *,
50.0, -50.0, 20.0, Right Cerebrum, Temporal Lobe, Superior Temporal Gyrus, White Matter, *,
50.0, -50.0, 30.0, Right Cerebrum, Parietal Lobe, Supramarginal Gyrus, White Matter, *,
50.0, -50.0, 40.0, Right Cerebrum, Parietal Lobe, Inferior Parietal Lobule, White Matter, *,
50.0, -50.0, 50.0, Right Cerebrum, Parietal Lobe, Inferior Parietal Lobule, Gray Matter, Brodmann area 40,
50.0, -40.0, -20.0, Right Cerebrum, Temporal Lobe, Fusiform Gyrus, White Matter, *,
50.0, -40.0, -10.0, Right Cerebrum, Temporal Lobe, Sub-Gyral, White Matter, *,
50.0, -40.0, 0.0, Right Cerebrum, Temporal Lobe, Middle Temporal Gyrus, White Matter, *,
50.0, -40.0, 10.0, Right Cerebrum, Temporal Lobe, Superior Temporal Gyrus, White Matter, *,
50.0, -40.0, 20.0, Right Cerebrum, Sub-lobar, Insula, *, *,
50.0, -40.0, 30.0, Right Cerebrum, Parietal Lobe, Supramarginal Gyrus, White Matter, *,
50.0, -40.0, 40.0, Right Cerebrum, Parietal Lobe, Inferior Parietal Lobule, White Matter, *,
